ID,Created Date,Updated Date,Owner,monthLabel,employeeName,totalOrders
d4176205-1143-4ea5-9c50-ce66f24b9f8f,2025-06-07T15:04:21.667Z,2025-06-07T15:04:21.667Z,4b3657d3-c915-4bfd-8d84-3a5687c59067,יוני 2025,משתמש לא מזוהה,1
